File	longest	second_longest	completeness
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_002pct_9/longreads/medaka_consensus/consensus.fasta	782412	476511	0.3037573633695918
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_10/longreads/medaka_consensus/consensus.fasta	1825832	875482	0.6517825302050765
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_1/longreads/medaka_consensus/consensus.fasta	1461239	1068142	0.6102979320555281
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_2/longreads/medaka_consensus/consensus.fasta	2293898	727179	0.7289360700031029
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_3/longreads/medaka_consensus/consensus.fasta	1286553	808217	0.5054334634173177
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_4/longreads/medaka_consensus/consensus.fasta	1814898	709279	0.6090422926566328
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_5/longreads/medaka_consensus/consensus.fasta	1039920	1029240	0.49925419266295445
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_6/longreads/medaka_consensus/consensus.fasta	1408557	988302	0.5783225584159448
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_7/longreads/medaka_consensus/consensus.fasta	1605488	1488863	0.7466158780958484
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_8/longreads/medaka_consensus/consensus.fasta	1280324	817763	0.5062338008281815
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_003pct_9/longreads/medaka_consensus/consensus.fasta	1423772	893789	0.5591892584440784
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_10/longreads/medaka_consensus/consensus.fasta	1915004	1164310	0.7429876979188332
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_1/longreads/medaka_consensus/consensus.fasta	1905118	1187978	0.7463130672876983
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_2/longreads/medaka_consensus/consensus.fasta	2296461	1049850	0.8074096718978541
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_3/longreads/medaka_consensus/consensus.fasta	3100743	1047534	1.0009108452595752
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_4/longreads/medaka_consensus/consensus.fasta	3096229	1047716	0.999865605083554
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_5/longreads/medaka_consensus/consensus.fasta	3102666	1047581	1.0013861737791416
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_6/longreads/medaka_consensus/consensus.fasta	3099927	1048186	1.00087127476353
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_7/longreads/medaka_consensus/consensus.fasta	3092797	1060917	1.002222703716876
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_8/longreads/medaka_consensus/consensus.fasta	2865685	1047295	0.9441375586258615
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_004pct_9/longreads/medaka_consensus/consensus.fasta	3106492	1047860	1.002376642597832
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_10/longreads/medaka_consensus/consensus.fasta	3099349	1047441	1.000552056676532
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_1/longreads/medaka_consensus/consensus.fasta	3099859	1047217	1.0006210637610984
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_2/longreads/medaka_consensus/consensus.fasta	3012378	1048058	0.9797162602406755
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_3/longreads/medaka_consensus/consensus.fasta	3099603	409143	0.8466025592459601
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_4/longreads/medaka_consensus/consensus.fasta	3099108	1047206	1.000437205724596
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_5/longreads/medaka_consensus/consensus.fasta	3098369	1047302	1.0002820604260778
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_6/longreads/medaka_consensus/consensus.fasta	3099680	1047364	1.0006133426886994
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_7/longreads/medaka_consensus/consensus.fasta	3099920	1047384	1.0006760764019416
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_8/longreads/medaka_consensus/consensus.fasta	3098407	1047742	1.0003973939450386
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_005pct_9/longreads/medaka_consensus/consensus.fasta	3099180	1047220	1.0004579561066687
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_10/longreads/medaka_consensus/consensus.fasta	3096640	1047356	0.99987791054269
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_1/longreads/medaka_consensus/consensus.fasta	3099045	1047424	1.000474604669029
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_2/longreads/medaka_consensus/consensus.fasta	3099774	1049223	1.0010845693885537
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_3/longreads/medaka_consensus/consensus.fasta	3099089	1047171	1.0004241764149227
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_4/longreads/medaka_consensus/consensus.fasta	3098899	1047120	1.0003660270884174
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_5/longreads/medaka_consensus/consensus.fasta	3098752	1047107	1.0003274217264222
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_6/longreads/medaka_consensus/consensus.fasta	3087797	1047145	0.9976933296207844
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_7/longreads/medaka_consensus/consensus.fasta	3097364	1047127	0.9999973458813628
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_8/longreads/medaka_consensus/consensus.fasta	3097813	1047225	1.0001293279626842
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_006pct_9/longreads/medaka_consensus/consensus.fasta	3099227	1047123	1.000445891931045
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_10/longreads/medaka_consensus/consensus.fasta	3096550	1047606	0.9999165159046853
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_1/longreads/medaka_consensus/consensus.fasta	3098982	1047034	1.0003653032378799
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_2/longreads/medaka_consensus/consensus.fasta	3099878	1048292	1.000885027923741
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_3/longreads/medaka_consensus/consensus.fasta	3099288	1047068	1.0004473396321198
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_4/longreads/medaka_consensus/consensus.fasta	3099023	1047045	1.0003778499805285
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_5/longreads/medaka_consensus/consensus.fasta	3098367	1047057	1.0002224633984975
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_6/longreads/medaka_consensus/consensus.fasta	3099076	1047069	1.0003964288109886
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_7/longreads/medaka_consensus/consensus.fasta	3095421	1047080	0.9995171916915471
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_8/longreads/medaka_consensus/consensus.fasta	3099252	1048275	1.0007298826252224
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_007pct_9/longreads/medaka_consensus/consensus.fasta	3098966	1047091	1.0003751958618912
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_10/longreads/medaka_consensus/consensus.fasta	3098888	1047185	1.0003790563980908
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_1/longreads/medaka_consensus/consensus.fasta	3099093	1047262	1.0004470983486073
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_2/longreads/medaka_consensus/consensus.fasta	3099305	1047037	1.0004439616629452
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_3/longreads/medaka_consensus/consensus.fasta	3098942	1047036	1.000356134464406
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_4/longreads/medaka_consensus/consensus.fasta	3098304	1047046	1.0002046084185747
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_5/longreads/medaka_consensus/consensus.fasta	3098918	1047020	1.0003464831239073
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_6/longreads/medaka_consensus/consensus.fasta	3098934	1047191	1.0003916031407392
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_7/longreads/medaka_consensus/consensus.fasta	3098977	1047039	1.0003653032378799
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_8/longreads/medaka_consensus/consensus.fasta	3099264	1047015	1.0004287608016595
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_008pct_9/longreads/medaka_consensus/consensus.fasta	3099505	1047496	1.000602967497663
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_10/longreads/medaka_consensus/consensus.fasta	3098896	1047028	1.0003431051547327
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_1/longreads/medaka_consensus/consensus.fasta	3099356	1047244	1.0005062128091626
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_2/longreads/medaka_consensus/consensus.fasta	3099231	1047016	1.0004210397292606
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_3/longreads/medaka_consensus/consensus.fasta	3098898	1047039	1.0003462418403948
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_4/longreads/medaka_consensus/consensus.fasta	3099279	1047003	1.000429484652197
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_5/longreads/medaka_consensus/consensus.fasta	3098909	1046999	1.000339244618533
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_6/longreads/medaka_consensus/consensus.fasta	3098916	1047043	1.0003515500776692
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_7/longreads/medaka_consensus/consensus.fasta	3099209	1046986	1.0004084929866122
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_8/longreads/medaka_consensus/consensus.fasta	3098269	1047458	1.000295572302776
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_009pct_9/longreads/medaka_consensus/consensus.fasta	3098863	1047047	1.000339727185558
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_10/longreads/medaka_consensus/consensus.fasta	3098886	1047018	1.0003382794844833
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_1/longreads/medaka_consensus/consensus.fasta	3099361	1047011	1.0004512001683195
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_2/longreads/medaka_consensus/consensus.fasta	3098896	1047000	1.0003363492163835
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_3/longreads/medaka_consensus/consensus.fasta	3098850	1047006	1.0003266978758847
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_4/longreads/medaka_consensus/consensus.fasta	3099437	1047002	1.000467366163655
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_5/longreads/medaka_consensus/consensus.fasta	3099218	1047013	1.0004171791930612
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_6/longreads/medaka_consensus/consensus.fasta	3098881	1047260	1.0003954636769388
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_7/longreads/medaka_consensus/consensus.fasta	3098942	1047013	1.0003505849436194
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_8/longreads/medaka_consensus/consensus.fasta	3098919	1046999	1.0003416574536579
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_010pct_9/longreads/medaka_consensus/consensus.fasta	3098829	1047025	1.0003262153088597
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_10/longreads/medaka_consensus/consensus.fasta	3098939	1047099	1.0003706114751543
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_1/longreads/medaka_consensus/consensus.fasta	3098900	1047012	1.000340209752583
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_2/longreads/medaka_consensus/consensus.fasta	3098891	1047008	1.000337073066921
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_3/longreads/medaka_consensus/consensus.fasta	3098841	1046926	1.0003052236432748
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_4/longreads/medaka_consensus/consensus.fasta	3098846	1047014	1.0003276630099347
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_5/longreads/medaka_consensus/consensus.fasta	3098190	1046996	1.0001650379225298
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_6/longreads/medaka_consensus/consensus.fasta	3098898	1047235	1.000393533408839
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_7/longreads/medaka_consensus/consensus.fasta	3098902	1046989	1.0003351427988212
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_8/longreads/medaka_consensus/consensus.fasta	3098886	1047403	1.0004311736367844
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_011pct_9/longreads/medaka_consensus/consensus.fasta	3098794	1047003	1.000312462148649
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_10/longreads/medaka_consensus/consensus.fasta	3095112	1046999	0.9994230911216836
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_1/longreads/medaka_consensus/consensus.fasta	3099336	1047206	1.0004922183654392
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_2/longreads/medaka_consensus/consensus.fasta	3098857	1047003	1.0003276630099347
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_3/longreads/medaka_consensus/consensus.fasta	3098844	1047005	1.0003250088912974
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_4/longreads/medaka_consensus/consensus.fasta	3098814	1046987	1.0003134272826988
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_5/longreads/medaka_consensus/consensus.fasta	3098850	1047008	1.0003271804429097
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_6/longreads/medaka_consensus/consensus.fasta	3098858	1047006	1.0003286281439845
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_7/longreads/medaka_consensus/consensus.fasta	3099264	1046984	1.000421281012773
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_8/longreads/medaka_consensus/consensus.fasta	3098855	1047016	1.0003303171285718
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_012pct_9/longreads/medaka_consensus/consensus.fasta	3098810	1047291	1.00038581233644
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_10/longreads/medaka_consensus/consensus.fasta	3098823	1046988	1.0003158401178236
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_1/longreads/medaka_consensus/consensus.fasta	3099139	1047007	1.000396670094501
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_2/longreads/medaka_consensus/consensus.fasta	3098814	1046997	1.0003158401178236
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_3/longreads/medaka_consensus/consensus.fasta	3098852	1047014	1.0003291107110095
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_4/longreads/medaka_consensus/consensus.fasta	3099105	1047001	1.0003870187540023
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_5/longreads/medaka_consensus/consensus.fasta	3099104	1046985	1.0003829169342904
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_6/longreads/medaka_consensus/consensus.fasta	3098819	1046988	1.0003148749837736
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_7/longreads/medaka_consensus/consensus.fasta	3095420	1046971	0.9994906505051753
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_8/longreads/medaka_consensus/consensus.fasta	3099209	1046979	1.0004068040020249
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_013pct_9/longreads/medaka_consensus/consensus.fasta	3098797	1046974	1.0003061887773248
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_10/longreads/medaka_consensus/consensus.fasta	3099161	1046982	1.0003959462439638
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_1/longreads/medaka_consensus/consensus.fasta	3099510	1047272	1.0005501264084322
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_2/longreads/medaka_consensus/consensus.fasta	3099430	1046979	1.0004601276582807
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_3/longreads/medaka_consensus/consensus.fasta	3098819	1046997	1.000317046535386
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_4/longreads/medaka_consensus/consensus.fasta	3098825	1046978	1.0003139098497238
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_5/longreads/medaka_consensus/consensus.fasta	3098835	1046986	1.0003182529529482
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_6/longreads/medaka_consensus/consensus.fasta	3098809	1047000	1.0003153575507986
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_7/longreads/medaka_consensus/consensus.fasta	3099105	1047203	1.0004357580235212
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_8/longreads/medaka_consensus/consensus.fasta	3098841	1047380	1.0004147663579364
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_014pct_9/longreads/medaka_consensus/consensus.fasta	3098807	1046956	1.000304258509225
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_10/longreads/medaka_consensus/consensus.fasta	3098828	1046984	1.000316081401336
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_1/longreads/medaka_consensus/consensus.fasta	3098817	1047000	1.0003172878188984
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_2/longreads/medaka_consensus/consensus.fasta	3098831	1046995	1.0003194593705107
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_3/longreads/medaka_consensus/consensus.fasta	3098817	1046976	1.0003114970145992
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_4/longreads/medaka_consensus/consensus.fasta	3098809	1046973	1.000308842895962
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_5/longreads/medaka_consensus/consensus.fasta	3098812	1046965	1.0003076364783996
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_6/longreads/medaka_consensus/consensus.fasta	3098826	1047000	1.0003194593705107
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_7/longreads/medaka_consensus/consensus.fasta	3098831	1046966	1.000312462148649
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_8/longreads/medaka_consensus/consensus.fasta	3098922	1046967	1.0003346602317962
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_015pct_9/longreads/medaka_consensus/consensus.fasta	3098807	1047025	1.0003209070715855
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_10/longreads/medaka_consensus/consensus.fasta	3098804	1046994	1.0003127034321615
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_1/longreads/medaka_consensus/consensus.fasta	3099498	1046981	1.0004770175041537
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_2/longreads/medaka_consensus/consensus.fasta	3099066	1046978	1.000372059176229
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_3/longreads/medaka_consensus/consensus.fasta	3099060	1046974	1.0003696463411045
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_4/longreads/medaka_consensus/consensus.fasta	3099243	1047081	1.0004396185597209
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_5/longreads/medaka_consensus/consensus.fasta	3098925	1046987	1.000340209752583
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_6/longreads/medaka_consensus/consensus.fasta	3098797	1046989	1.000309808030012
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_7/longreads/medaka_consensus/consensus.fasta	3099050	1047207	1.0004234525643854
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_8/longreads/medaka_consensus/consensus.fasta	3099126	1047353	1.0004770175041537
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_016pct_9/longreads/medaka_consensus/consensus.fasta	3098801	1047720	1.0004871514116775
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_017pct_10/longreads/medaka_consensus/consensus.fasta	3098772	1046991	1.000304258509225
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_017pct_1/longreads/medaka_consensus/consensus.fasta	3099087	1047227	1.000437205724596
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_017pct_2/longreads/medaka_consensus/consensus.fasta	3099048	1046979	1.0003679573565172
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_017pct_3/longreads/medaka_consensus/consensus.fasta	3098778	1046980	1.0003030520916627
../vibrio_nf/results_newdownsamples_rebasecall_multi_Iso02507/samples/Iso02507_017pct_4/longreads/medaka_consensus/consensus.fasta	3099363	1045192	1.000012788026161
